const,primaryTitle,startYear,genres 
tt0115367,Sparks,1996,Comedy
tt0115368,Spiel des Lebens,1996,Drama
tt0115369,Spin City,1996,Comedy
tt0115370,Springhill,1996,"Drama,Fantasy"
tt0115372,The Steve Harvey Show,1996,Comedy
tt0115374,Strisser p? Sams?,1997,"Crime,Drama"
tt0115375,Studio Nonsens,1996,Comedy
tt0115376,Suddenly Susan,1996,Comedy
tt0115378,Superman: The Animated Series,1996,"Action,Adventure,Animation"
tt0115379,Sweat,1996,"Drama,Sport"
tt0115380,Swift Justice,1996,"Action,Crime,Thriller"
tt0115381,El s¨²per,1996,\N
tt0115382,T.V. Kaiser,1996,"Comedy,Talk-Show"
tt0115383,TFI Friday,1996,"Comedy,Music,Talk-Show"
tt0115385,Tarzan: The Epic Adventures,1996,"Action,Adventure,Fantasy"
tt0115386,Temporary Family,1996,\N
tt0115388,Testament: The Bible in Animation,1996,"Animation,Drama"
tt0115389,Thief Takers,1995,"Crime,Drama"
tt0115390,This Life,1996,Drama
tt0115391,Tine,1996,Talk-Show
tt0115393,Todos los hombres sois iguales,1996,Comedy
tt0115395,Townies,1996,Comedy
tt0115396,Tracey Takes On...,1996,Comedy
tt0115397,Traders,1996,Drama
tt0115398,The Triumph of the Nerds: The Rise of Accidental Empires,1996,Documentary
tt0115399,Trotto libre,1996,Comedy
tt0115401,Turno de oficio: Diez a?os despu¨¦s,1996,\N
tt0115402,Tutku,1996,\N
tt0115404,Two,1996,"Crime,Thriller"
tt0115406,The Neverending Story,1995,"Adventure,Animation,Fantasy"
tt0115407,Unit 13,1996,"Crime,Drama"
tt0115408,Urgence,1996,Drama
tt0115409,Uuno Turhapuro,1996,Comedy
tt0115410,Valentine,1996,\N
tt0115414,"Vovkulakiya, ili Zagadka doktora Nikodima",1996,"Adventure,Family"
tt0115415,V?nner och fiender,1996,Drama
tt0115416,Wat is?,1996,Talk-Show
tt0115417,Water Rats,1996,"Action,Crime,Drama"
tt0115419,Westzijde Posse,1997,\N
tt0115420,Wind at My Back,1996,"Drama,Family"
tt0115421,Wing Commander Academy,1996,"Action,Adventure,Animation"
tt0115422,De winkel,1996,\N
tt0115423,Wir K?nigskinder,1996,\N
tt0115425,Zonder ernst,1992,Comedy
tt0115427,Zwarte sneeuw,1996,Drama
tt0115428,?lskade Lotten,1996,Comedy
tt0115674,BeetleBorgs,1996,"Action,Adventure,Comedy"
tt0115690,Black Harbour,1996,Drama
tt0115795,C-Bear and Jamal,1996,"Animation,Family,Fantasy"
tt0116175,Einfach genial,1996,\N
tt0116210,English: Have a Go,1996,\N
tt0116342,Forever,1996,Mystery
tt0116537,A History of British Art,1996,Documentary
tt0116613,Alisea and the Dream Prince,1996,"Adventure,Fantasy"
tt0116876,Life After Birth,1996,Comedy
tt0116954,Madame le proviseur,1994,\N
tt0117367,Un posto al sole,1996,Drama
tt0117521,Royal Secrets,1996,\N
tt0117629,Sherman Oaks,1995,Comedy
tt0117647,The Legend of Sarmoti: Siegfried & Roy,1996,"Adventure,Animation,Comedy"
tt0117755,Strange Universe,1996,"Reality-TV,Sci-Fi"
tt0117769,Style & Substance,1998,Comedy
tt0117785,Shipwrecks in the Baltic Sea,1996,Documentary
tt0118249,413 Hope St.,1997,Drama
tt0118250,The Adventures of Lano & Woodley,1997,Comedy
tt0118251,AleX,1997,Mystery
tt0118252,All Dogs Go to Heaven: The Series,1996,"Adventure,Animation,Comedy"
tt0118253,The All New Captain Kangaroo,1997,Family
tt0118254,Ally McBeal,1997,"Comedy,Drama,Fantasy"
tt0118255,Alphateam - Die Lebensretter im OP,1997,Drama
tt0118256,Alright Already,1997,Comedy
tt0118257,The Ambassador,1998,Drama
tt0118259,Das Amt,1997,Comedy
tt0118260,Arsenio,1997,"Comedy,Sport"
tt0118262,As Aventuras do Camilo,1997,Comedy
tt0118263,Uma Av¨® dos Diabos,1999,Comedy
tt0118264,Bailey Kipper's P.O.V.,1996,Comedy
tt0118266,The New Batman Adventures,1997,"Action,Adventure,Animation"
tt0118267,Before They Were Famous,1997,Comedy
tt0118268,Between Brothers,1997,Comedy
tt0118270,Big Sky,1997,Drama
tt0118271,Bloomin' Marvellous,1997,Comedy
tt0118272,Born to Run,1997,Drama
tt0118273,Brass Eye,1997,Comedy
tt0118274,The Broker's Man,1997,"Crime,Drama,Mystery"
tt0118275,Brooklyn South,1997,"Crime,Drama"
tt0118276,Buffy the Vampire Slayer,1997,"Action,Drama,Fantasy"
tt0118277,Built to Last,1997,Comedy
tt0118278,C-16: FBI,1997,"Action,Crime,Drama"
tt0118280,Camale?o Virtual Rock,1998,\N
tt0118281,Die Camper,1997,Comedy
tt0118282,Captain Butler,1997,Comedy
tt0118283,Chalk,1997,Comedy
tt0118284,Chicago Sons,1997,Comedy
tt0118285,The Chris Rock Show,1997,"Comedy,Music,Talk-Show"
tt0118286,Clube dos Campe?es,1999,Comedy
tt0118287,Computers Don't Byte,1998,\N
tt0118288,Contra Culin¨¢ria,1997,Comedy
tt0118289,Cow and Chicken,1997,"Adventure,Animation,Comedy"
tt0118290,Cracker: Mind Over Murder,1997,"Crime,Drama,Mystery"
tt0118291,Criada para Todo o Servi?o,1998,Comedy
tt0118292,Crime Traveller,1997,"Crime,Drama,Mystery"
tt0118293,Crisis Center,1997,Drama
tt0118294,Cuidado com o Fantasma,1997,Comedy
tt0118295,Dad,1997,Comedy
tt0118296,Daily Workout,1997,\N
tt0118298,Daria,1997,"Animation,Comedy,Drama"
tt0118299,The Dating Game,1997,"Game-Show,Romance"
tt0118300,Dawson's Creek,1998,"Drama,Romance"
tt0118302,Dellaventura,1997,Drama
tt0118303,Dharma & Greg,1997,"Comedy,Romance"
tt0118304,Dona Flor and Her 2 Husbands,1998,"Comedy,Romance"
tt0118306,Duell zu dritt,1997,\N
tt0118307,Emma ?klagare,1997,Crime
tt0118309,Era Uma Vez...,1997,"Comedy,Musical"
tt0118311,Fallen Angels,1997,"Comedy,Drama"
tt0118312,Family Money,1996,Drama
tt0118313,Feds,1997,Drama
tt0118314,Felix - Ein Freund f¨¹rs Leben,1997,\N
tt0118315,Fired Up,1997,Comedy
tt0118316,Frauen morden leichter,1997,\N
tt0118317,Funky Bunker,1997,"Comedy,Music,Talk-Show"
tt0118318,F?rmannen som f?rsvann,1997,Comedy
tt0118319,Galinhas no Espa?o,1998,\N
tt0118320,Die Gang,1997,"Action,Crime,Drama"
tt0118321,Geliebte Schwestern,1997,"Drama,Romance"
tt0118322,You Wish,1997,Comedy
tt0118323,George & Leo,1997,Comedy
tt0118324,Get Fit with Brittas,1997,\N
tt0118325,Get a Life,1997,Comedy
tt0118326,Good Guys Bad Guys,1997,"Crime,Drama,Mystery"
tt0118327,The Grand,1997,Drama
tt0118329,The Gregory Hines Show,1997,Comedy
tt0118330,Gun,1997,Drama
tt0118331,Hadaka no taisho horoki,1980,"Comedy,Drama"
tt0118333,Happy Birthday,1997,\N
tt0118335,Head Over Heels,1997,Comedy
tt0118336,Herbal Primer,1997,\N
tt0118337,Herman Enciclop¨¦dia,1997,Comedy
tt0118338,Hiller and Diller,1997,Comedy
tt0118340,Hitz,1997,Comedy
tt0118341,Holding the Baby,1997,"Comedy,Romance"
tt0118343,Space Goofs,1997,"Animation,Comedy,Family"
tt0118344,Hot Gadgets,1997,\N
tt0118345,House Gang,1996,"Comedy,Drama"
tt0118346,The Hunger,1997,"Drama,Fantasy,Horror"
tt0118348,Ilk ask,1997,\N
tt0118349,Inntimate Escapes,1998,Documentary
tt0118351,Intizar,1997,Drama
tt0118352,Irma & Gerd,1997,Comedy
tt0118353,It's Good to Be King,1997,\N
tt0118355,The Jenny McCarthy Show,1997,"Comedy,Music"
tt0118356,Jenny,1997,Comedy
tt0118358,Jiskefet,1990,Comedy
tt0118359,Once a Thief,1996,"Action,Comedy,Crime"
tt0118360,Johnny Bravo,1997,"Adventure,Animation,Comedy"
tt0118361,Johnnytime,1996,\N
tt0118362,Bom Bai?o,1998,Comedy
tt0118363,Jonathan Creek,1997,"Comedy,Crime,Drama"
tt0118364,Just Shoot Me!,1997,Comedy
tt0118366,J? Soares Onze e Meia,1989,Talk-Show
tt0118370,The Keenen Ivory Wayans Show,1997,"Comedy,Talk-Show"
tt0118371,Keeping Mum,1997,"Comedy,Family"
tt0118372,Kees & Co,1997,Comedy
tt0118373,Kelly Kelly,1998,"Comedy,Romance"
tt0118374,Kind aan Huis,1997,Comedy
tt0118375,King of the Hill,1997,"Animation,Comedy,Drama"
tt0118377,Kommissar Schimpanski,1997,Crime
tt0118378,Coast Guard,1997,"Crime,Drama"
tt0118379,La Femme Nikita,1997,"Action,Drama,Romance"
tt0118380,Lassie,1997,"Drama,Family"
tt0118383,Lawless,1997,"Action,Crime,Drama"
tt0118384,Leaving L.A.,1997,Drama
tt0118385,Life... and Stuff,1997,Comedy
tt0118386,Light Lunch,1997,"Music,Talk-Show"
tt0118387,Lost on Earth,1997,Comedy
tt0118388,Loved by You,1997,"Comedy,Romance"
tt0118389,The Lying Game,1997,\N
tt0118390,L?ra att simma,1997,\N
tt0118391,Lel¨¦ e Zequinha,1997,Comedy
tt0118393,Ein Mann steht seine Frau,1997,Family
tt0118394,Le masque,1997,"Drama,Sport"
tt0118395,Match of the Eighties,1997,"Documentary,Sport"
tt0118397,Meego,1997,"Comedy,Sci-Fi"
tt0118399,Meu Querido Av?,1997,Comedy
tt0118400,Michael Hayes,1997,Drama
tt0118401,Midsomer Murders,1997,"Crime,Drama,Mystery"
tt0118403,Mission Genesis,1997,"Sci-Fi,Thriller"
tt0118404,Ein Mord f¨¹r Quandt,1997,Crime
tt0118406,Murder Call,1997,"Crime,Drama,Thriller"
tt0118408,My Life as a Dog,1995,\N
tt0118409,My Wonderful Life,1996,"Comedy,Drama"
tt0118411,Nothing Sacred,1997,Drama
tt0118412,N?o H¨¢ Duas Sem Tr¨ºs,1997,Comedy
tt0118413,"Oddville, MTV",1997,Comedy
tt0118415,On Tour,1997,"Documentary,Music"
tt0118416,Orleans,1997,Drama
tt0118417,The Other Half,1997,Game-Show
tt0118418,Our Home,1997,\N
tt0118420,Over the Top,1997,Comedy
tt0118421,Oz,1997,"Crime,Drama,Thriller"
tt0118422,Pacific Palisades,1997,Drama
tt0118423,Pauly,1997,Comedy
tt0118424,Pelle Svansl?s,1997,Family
tt0118425,Persons parfymeri,1997,Comedy
tt0118426,Perversions of Science,1997,"Action,Comedy,Drama"
tt0118427,The Boss,1995,Comedy
tt0118428,Pilgrims Rest,1997,Comedy
tt0118429,Planet Showbiz,1997,\N
tt0118430,Planeta Portugal,1997,Talk-Show
tt0118431,Players,1997,"Action,Crime,Drama"
tt0118433,Pok¨®j 107,1997,Comedy
tt0118435,Port Charles,1997,"Drama,Romance"
tt0118436,Power Rangers Turbo,1997,"Action,Adventure,Family"
tt0118437,The Practice,1997,"Crime,Drama,Mystery"
tt0118438,A Prince Among Men,1997,Comedy
tt0118439,Prince Street,1997,Drama
tt0118440,Public Eye with Bryant Gumbel,1997,"News,Talk-Show"
tt0118442,Radioskugga,1995,Drama
tt0118445,Raw FM,1997,Drama
tt0118446,Redemption Presents,1997,\N
tt0118447,Return to Jupiter,1997,"Action,Adventure,Drama"
tt0118449,Riscos,1997,"Drama,Romance"
tt0118450,A River Somewhere,1997,Documentary
tt0118451,Roar,1997,"Action,Adventure,Fantasy"
tt0118454,The Ruby Wax Show,1997,Comedy
tt0118455,Ruby,1997,Talk-Show
tt0118456,Secret Service Guy,1996,\N
tt0118457,See You Friday,1997,"Comedy,Drama"
tt0118458,Senhores Doutores,1997,Comedy
tt0118459,Sessions at West 54th,1997,"Documentary,Music"
tt0118463,Sk?rg?rdsdoktorn,1997,Drama
tt0118464,Sleepwalkers,1997,"Drama,Mystery,Sci-Fi"
tt0118465,Smallest Room in the House,1997,Comedy
tt0118466,Smart Guy,1997,"Comedy,Drama,Family"
tt0118467,Snoken,1993,"Crime,Drama"
tt0118468,Social Studies,1997,Comedy
tt0118469,"Soldier of Fortune, Inc.",1997,"Action,Adventure"
tt0118470,Solo f¨¹r Sudmann,1997,"Comedy,Crime"
tt0118471,Sophie: Schlauer als die Polizei,1997,Crime
tt0118472,Sore ga kotae da!,1997,Drama
tt0118473,Soul Man,1997,"Comedy,Family"
tt0118474,Space Cadets,1997,"Comedy,Game-Show"
tt0118475,Spawn,1997,"Action,Adventure,Animation"
tt0118477,Spoken Art,1997,\N
tt0118478,Spy Game,1997,"Action,Adventure,Comedy"
tt0118479,St. Angela,1997,"Comedy,Drama"
tt0118480,Stargate SG-1,1997,"Action,Adventure,Drama"
tt0118481,Stuff the White Rabbit,1997,\N
tt0118483,Sunnyside Farm,1997,Comedy
tt0118484,Sunset Beach,1997,"Drama,Romance"
tt0118485,Superstars of Soccer,1997,\N
tt0118486,Tales from the River Bank,1997,Documentary
tt0118487,Teen Angel,1997,"Comedy,Fantasy"
tt0118488,Temporarily Yours,1997,Comedy
tt0118490,Tibs and Fibs,1997,Game-Show
tt0118491,Tiger Bay,1997,Drama
tt0118492,Timecop,1997,"Action,Adventure,Crime"
tt0118494,The Tom Show,1997,Comedy
tt0118495,The Tony Danza Show,1997,Comedy
tt0118496,Total Security,1997,"Action,Crime,Drama"
tt0118497,Touching Evil,1997,"Crime,Drama,Mystery"
tt0118499,True Women,1997,"Action,Adventure,Biography"
tt0118500,USA High,1997,Comedy
tt0118501,Union Square,1997,Comedy
tt0118503,Die Unzertrennlichen,1997,"Action,Horror,Thriller"
tt0118504,Valhetta ja rakkautta,1997,\N
tt0118506,Veronica's Closet,1997,Comedy
tt0118507,Verschollen in Thailand,1997,Action
tt0118508,Vier wie wir,1997,\N
tt0118509,The Visitor,1997,"Drama,Sci-Fi"
tt0118510,Vital Signs,1997,Drama
tt0118511,Wavelength,1997,"Drama,Family"
tt0118512,The Wayne Manifesto,1996,"Comedy,Family"
tt0118513,The Weird Al Show,1997,"Animation,Comedy,Family"
tt0118514,Whatever You Want,1997,\N
tt0118515,Win Ben Stein's Money,1997,"Comedy,Game-Show"
tt0118516,Wokenwell,1997,\N
tt0118517,Working,1997,Comedy
tt0118518,Yasemin,1997,"Drama,Romance"
tt0118519,You're the One,1998,Comedy
tt0118520,Zappenduster,1997,Game-Show
tt0118522,?ystein og meg,1997,Comedy
tt0118807,Les batisseurs d'eau,1997,\N
tt0118862,Claude's Crib,1997,\N
tt0118984,Dilbert,1999,"Animation,Comedy"
tt0119101,Fame L.A.,1997,Drama
tt0119442,Kap der guten Hoffnung,1997,Drama
tt0119451,Katrin ist die Beste,1997,\N
tt0119706,M?ri Motonari,1997,History
tt0119800,Noah's Ark,1997,Drama
tt0119873,Warriors,1999,"Drama,War"
tt0119964,Push,1998,"Drama,Sport"
tt0119974,Querido maestro,1997,Comedy
tt0119993,Die Rechte der Kinder,1997,Family
tt0120119,Shin Hanshichi torimono ch?,1997,Mystery
tt0120515,Wildside,1997,"Crime,Drama,Mystery"
tt0120567,Aspiranterna,1998,"Crime,Drama"
tt0120568,Combat,1998,Drama
tt0120569,Conan,1997,"Action,Adventure,Fantasy"
tt0120571,Offer och g?rningsm?n,1999,Drama
tt0120573,Ace London,1998,"Adventure,Comedy"
tt0120575,Power Rangers in Space,1998,"Action,Adventure,Family"
tt0120919,Almorzando con Mirtha Legrand,1968,Talk-Show
tt0120920,Wonder 3,1965,"Animation,Sci-Fi"
tt0120922,Artes e Of¨ªcios,\N,\N
tt0120923,Assaulted Nuts,1984,Comedy
tt0120924,Auto Fritze,1993,\N
tt0120925,La barraca,1979,Drama
tt0120926,Battlefield,1995,"Documentary,History,War"
tt0120927,Bei uns zu Haus,1963,\N
tt0120930,Super Bloopers and Practical Jokes,1984,"Comedy,Reality-TV"
tt0120932,Call Me Mister,1986,"Crime,Drama"
tt0120933,The Canadians,1997,Biography
tt0120936,Burnt Hearts,1992,Drama
tt0120938,The Company,1989,\N
tt0120941,Constable Constable,1985,\N
tt0120942,Cornelius hilft,1994,\N
tt0120945,Cupido Electr¨®nico,1993,Comedy
tt0120946,Curro Jim¨¦nez,1976,"Action,Adventure,Comedy"
tt0120947,Czterdziestolatek,1975,Comedy
tt0120948,Czterej pancerni i pies,1966,"Adventure,War"
tt0120949,Dog City,1992,"Animation,Comedy,Family"
tt0120950,Donauprinzessin,1992,\N
tt0120951,Donnerlippchen,1986,Game-Show
tt0120952,The Edward Woodward Hour,1971,"Comedy,Music"
tt0120955,Erkennen Sie die Melodie?,1969,"Game-Show,Music"
tt0120956,Family Theatre,1949,Drama
tt0120957,Fetiche,1996,\N
tt0120958,For the Record,1976,Drama
tt0120960,Fortunata y Jacinta,1980,Drama
tt0120961,Geld oder Liebe,1989,"Comedy,Game-Show"
tt0120963,Gente Remota,1994,\N
tt0120964,Der grosse Preis,1974,"Animation,Comedy,Family"
tt0120965,The Great Detective,1979,"Crime,Mystery"
tt0120966,Grimm's Fairy Tales and Storybook Series,1984,"Animation,Family,Fantasy"
tt0120967,Hans im Gl¨¹ck,1986,\N
tt0120971,In Their Shoes,1977,\N
tt0120973,James' Boys,1982,\N
tt0120974,The Jerry Springer Show,1991,Talk-Show
tt0120975,Kate,1970,Drama
tt0120976,K?pt'n Blaub?r Club,1993,\N
tt0120977,Green Home,1996,"Comedy,Drama,Family"
tt0120978,The Kit Curran Radio Show,1984,Comedy
tt0120981,Liberty Street,1994,Drama
tt0120982,Little Shop,1991,"Animation,Comedy,Family"
tt0120983,Love Stories,1991,"Reality-TV,Romance"
tt0120986,Maury,1991,"Comedy,Drama,Talk-Show"
tt0120987,Megavision,\N,Comedy
tt0120988,Os Melhores Anos,1990,Drama
tt0120990,The Mixer,1992,"Crime,Thriller"
tt0120991,Die Montagsmaler,1974,"Comedy,Family,Game-Show"
tt0120992,The Montel Williams Show,1991,"Drama,Talk-Show"
tt0120993,Mon¨®logo do Vaqueiro,1982,\N
tt0120994,Moody and Pegg,1974,"Comedy,Drama"
tt0120996,Murder Ink,1983,\N
tt0120998,Nase vorn,1988,Game-Show
tt0120999,Das Nest,1989,"Comedy,Drama,Romance"
tt0121000,Never a Cross Word,1968,Comedy
tt0121001,Nikui Rosh,1976,Comedy
tt0121002,Noggin the Nog,1959,"Animation,Family,Fantasy"
tt0121003,Nonni and Manni,1988,"Adventure,Family"
tt0121004,Och Joh,1990,Comedy
tt0121006,Ora Bolas Marina,1993,Comedy
tt0121008,Out of the Blue,1995,"Comedy,Music"
tt0121009,Passioni,1993,Drama
tt0121010,Pistruiatul,1973,Adventure
tt0121012,Quico,1992,Comedy
tt0121013,The Rag Trade,1961,Comedy
tt0121014,Ricardina e Marta,1989,Drama
tt0121015,Rua S¨¦samo,1989,Family
tt0121016,Die Rudi Carrell Show,1965,"Comedy,Family,Game-Show"
tt0121017,Rudis Urlaubsshow,1995,Game-Show
tt0121019,Sam Saturday,1992,Drama
tt0121020,Sam et Sally,1978,"Adventure,Comedy,Thriller"
tt0121022,Screaming,1992,Comedy
tt0121025,So the Story Goes,1977,\N
tt0121026,Spooner's Patch,1979,Comedy
tt0121027,Der Staatsanwalt hat das Wort,1965,"Crime,Drama"
tt0121028,"Stick with Me, Kid",1995,"Comedy,Crime"
tt0121029,Sylvania Waters,1992,"Documentary,Reality-TV"
tt0121031,Tiny and Crew,1993,Family
tt0121032,To Serve and Protect,1985,Documentary
tt0121033,Toate p?nzele sus,1977,"Action,Adventure"
tt0121034,Os Trapalh?es em Portugal,1995,Comedy
tt0121035,Trapos e Companhia,1995,Comedy
tt0121037,Unsere Hagenbecks,1991,"Comedy,Drama,Family"
tt0121038,Untamed Africa,1996,Documentary
tt0121039,Die verflixte 7,1984,Game-Show
tt0121040,Viagem ao Maravilhoso,1990,\N
tt0121041,Villa Rosaura,1994,Comedy
tt0121042,Vitaminas,1991,Family
tt0121043,White Fang,1993,"Adventure,Family"
tt0121044,Willo the Wisp,1981,"Animation,Family"
tt0121045,You and Me Kid,1983,Family
tt0121046,Zesp¨®l adwokacki,1994,\N
tt0121047,Zona+,1994,"Music,Talk-Show"
tt0121085,Au bon beurre,1981,"Comedy,Drama"
tt0121087,Auf der Suche nach Salome,1991,\N
tt0121117,Bob and Sully,1995,\N
tt0121200,Destiny Ridge,1993,"Adventure,Drama,Romance"
tt0121220,Dragon Ball Z,1989,"Action,Adventure,Animation"
tt0121306,Marvelous Melmo,1971,"Animation,Comedy,Fantasy"
tt0121317,Gera??o de 60,1992,Documentary
tt0121494,La loi du coll¨¨ge,1994,Documentary
tt0121612,Operation Dunarea,1993,\N
tt0121655,Choppy and the Princess,1967,"Adventure,Animation,Family"
tt0121675,The Real Thing,1980,Documentary
tt0121679,Regina auf den Stufen,1990,"Comedy,Drama"
tt0121788,Tankki t?yteen,1978,Comedy
tt0121845,Le vagabond,1974,Adventure
tt0121930,Blah Blah Blah,1988,Comedy
tt0121931,The Comedy Sale,1993,Comedy
tt0121932,Extreme Ghostbusters,1997,"Action,Adventure,Animation"
tt0121933,Die Fischer von Moorh?vd,1982,Family
tt0121934,Great Circuses of the World,1989,\N
tt0121935,Gro?er Mann was nun?,1967,\N
tt0121936,Hjem til fem,1995,"Comedy,Drama"
tt0121937,Hoe voelen wij ons vandaag,1992,Comedy
tt0121941,Kurklinik Rosenau,1996,\N
tt0121942,Linda + Harrie,1996,Comedy
tt0121943,The Littlest Hobo,1963,Adventure
tt0121944,Madsen og Co.,1996,Comedy
tt0121945,Missing: Reward,1989,\N
tt0121946,The Money or the Gun,1989,Comedy
tt0121947,Mr. Jones and His Neighbors,1944,\N
tt0121948,Mr. and Mrs.,1948,Talk-Show
tt0121949,Mutual of Omaha's Wild Kingdom,1963,"Documentary,Family"
tt0121950,Nightmares of Nature,1995,Documentary
tt0121951,Pompen of Verzuipen,1994,Drama
tt0121952,Reinikainen,1982,Comedy
tt0121953,Room for Romance,1990,"Comedy,Romance"
tt0121954,Solar Empire,1997,Documentary
tt0121955,South Park,1997,"Animation,Comedy"
tt0121956,State Coroner,1997,"Crime,Drama,Mystery"
tt0121958,Trazan Apansson,1978,Family
tt0121959,De victorie,1994,Comedy
tt0121960,Where Was I?,1952,"Family,Game-Show"
tt0121961,Who Said That?,1948,"Family,Game-Show"
tt0121962,Who's Who,1977,News
tt0121963,Who's Whose,1951,"Family,Game-Show"
tt0121964,Whodunnit?,1979,"Game-Show,Mystery"
tt0121965,Why?,1953,Game-Show
tt0121966,The Wife Saver,1947,\N
tt0121967,Wild & Crazy Kids,1990,"Action,Family,Game-Show"
tt0121968,World of Wonder,1995,\N
tt0121982,Annette,1958,Comedy
tt0122021,The Clinic,1995,Comedy
tt0122129,Key: The Metal Idol,1994,"Animation,Drama,Fantasy"
tt0122332,Absolutely,1989,Comedy
tt0122333,Acropolis Now,1989,Comedy
tt0122334,Aff?ren Ramel,1985,Comedy
tt0122335,Al salir de clase,1997,"Comedy,Drama,Romance"
tt0122336,Captain Future,1978,"Adventure,Animation,Sci-Fi"
tt0122337,Captain Simian & The Space Monkeys,1996,"Action,Animation,Comedy"
tt0122339,Dangerfield,1995,"Crime,Drama"
tt0122340,Dog House,1990,Comedy
tt0122342,Eat My Sports,1997,\N
tt0122343,El C.I.D.,1990,"Comedy,Drama"
tt0122344,Farbror Frippes skafferi,1976,Family
tt0122345,Gayle's World,1996,Comedy
tt0122347,The Guilt,1996,Drama
tt0122348,Guys Next-Door,1990,"Comedy,Music,Short"
tt0122349,Insektors,1994,"Animation,Comedy,Family"
tt0122350,Is' was Trainer?,1997,"Comedy,Sport"
tt0122351,The Jack Docherty Show,1997,Talk-Show
tt0122352,Juncal,1989,"Comedy,Drama"
tt0122353,KaBlam!,1996,"Animation,Comedy,Family"
tt0122354,Amico mio,1993,Drama
tt0122355,Mortal Kombat: Defenders of the Realm,1995,"Action,Adventure,Animation"
tt0122356,The Mysterious Cities of Gold,1982,"Adventure,Animation,Comedy"
tt0122357,"New Love, American Style",1985,Comedy
tt0122358,Oliver Maass,1985,"Adventure,Drama,Sci-Fi"
tt0122359,Pora na Telesfora,1976,Family
tt0122360,Singles,1997,\N
tt0122361,Undercurrent,1955,Drama
tt0122362,United or Not,1951,\N
tt0122363,Universe,1980,\N
tt0122364,Vita l?gner,1997,Drama
tt0122365,Wacky Races,1968,"Animation,Comedy,Family"
tt0122369,The Abashiri Family,1991,"Action,Animation,Comedy"
tt0122441,Avocat d'office,1994,\N
tt0122524,Head Over Heels,1987,"Comedy,Drama,Family"
tt0122579,The Lakes,1997,Drama
tt0122626,Napol¨¦on et l'Europe,1991,"Drama,History"
tt0122687,R¨®d Gasienic¨®w,1981,"Drama,History"
tt0122688,Rodzina Polanieckich,1978,"Drama,Romance"
tt0122773,Un commissario a Roma,1993,"Comedy,Crime"
tt0122811,The Adventures of Teddy Ruxpin,1987,"Action,Adventure,Animation"
tt0122813,Bob and Margaret,1993,"Animation,Comedy,Romance"
tt0122815,Disney's Doug,1996,"Animation,Comedy,Drama"
tt0122818,Enemy at the Door,1978,"Drama,History,War"
tt0122820,Funny Business,1996,\N
tt0122821,The Good News,1997,Comedy
tt0122822,The Good Sex Guide,1993,Reality-TV
tt0122824,Linda,1984,"Comedy,Crime"
tt0122827,Mike & Angelo,1989,"Comedy,Sci-Fi"
tt0122829,Pappas flicka,1997,Comedy
tt0122830,Pip-Larssons,1998,Family
tt0122832,Pistvakt - en vintersaga,1998,"Comedy,Drama"
tt0122834,Samurai Pizza Cats,1990,"Action,Animation,Comedy"
tt0122836,Spirou,1993,"Adventure,Animation,Family"
tt0122837,Tales from the Cryptkeeper,1993,"Animation,Comedy,Fantasy"
tt0122840,Upbeat,1955,Music
tt0122841,Vibe,1997,"Comedy,Music,Talk-Show"
tt0122842,Vores ?r,1980,\N
tt0122843,Wees blij met wat je hebt!,1996,\N
tt0122847,"12 steden, 13 ongelukken",1990,Drama
tt0123017,Consult,1996,\N
tt0123027,"Dag juf, tot morgen",1995,"Adventure,Drama,Family"
tt0123338,60 Minutes,1968,"Documentary,News"
tt0123342,Bureau of Alien Detectors,1996,"Animation,Sci-Fi,Thriller"
tt0123343,Byh?la 2 - Tillbaka till F?rrden,1992,"Comedy,Short"
tt0123345,Der Gerichtsvollzieher,1981,\N
tt0123346,Get Well Soon,1997,Comedy
tt0123349,Hi-de-Hi!,1980,Comedy
tt0123353,Joanna Lumley in the Kingdom of the Thunderdragon,1997,\N
tt0123355,London's Burning,1988,Drama
tt0123356,The Music Game,1992,\N
tt0123357,The People's Court,1997,"Crime,Reality-TV"
tt0123358,Picture Windows,1994,"Drama,Romance"
tt0123359,Planet Mirth,1997,"Comedy,Sci-Fi"
tt0123362,Tag the Gag,1951,"Comedy,Game-Show"
tt0123365,Tre ludere og en lommetyv,1993,\N
tt0123366,The View,1997,Talk-Show
tt0123816,Earth: Final Conflict,1997,"Action,Drama,Mystery"
tt0123894,Hotel Polan und seine G?ste,1982,"Drama,History"
tt0123998,Marsalis on Music,1995,Music
tt0124218,"You Rang, M'Lord?",1988,Comedy
tt0124226,"Acapulco, cuerpo y alma",1995,"Drama,Romance"
tt0124227,Alexei Sayle's Comedy Hour,1997,\N
tt0124228,Astroboy,1980,"Action,Adventure,Animation"
tt0124229,Attack of the Killer Tomatoes,1990,"Animation,Comedy,Sci-Fi"
tt0124230,Big City,1988,\N
tt0124232,The Bots Master,1993,"Action,Animation,Comedy"
tt0124233,California Climax,1987,\N
tt0124234,La casa de los l¨ªos,1996,Comedy
tt0124235,Clive James on TV,1997,"Comedy,Talk-Show"
tt0124236,Diamant,1993,Drama
tt0124238,Einsatz Hamburg S¨¹d,1997,\N
tt0124239,Fast Track,1997,Drama
tt0124240,The Garry McDonald Show,1977,Comedy
tt0124242,Ian Hislop's School Rules,1997,\N
tt0124243,In Our Lives,1980,"Comedy,Drama"
